id,depth,datetime,Rrs_412,Rrs_443,Rrs_490,Rrs_510,Rrs_555,Rrs_670,chla
1016,3.42000007629395,2001-10-16 13:51:00,0.000279000028967857,0.000530000776052475,0.000962000340223312,0.0010720007121563,0.00124800205230713,0.000210002064704895,6.38500022888184
1085,3.47000002861023,2002-05-28 15:10:00,0.000374000519514084,0.00104600191116333,0.00151599943637848,0.00175600126385689,0.00203000009059906,0.000484000891447067,1.24749994277954
1126,3.375,2002-06-12 13:49:00,0.00350800156593323,0.00260199978947639,0.00200200080871582,0.00210200250148773,0.00251200050115585,0.000474002212285995,7.125
1139,3.11999988555908,2002-07-18 18:57:00,0.00434999912977219,0.00433000177145004,0.00461599975824356,0.00435600057244301,0.00361400097608566,0.000741999596357346,0.657500028610229
1161,2.74333333969116,2002-09-16 14:42:00,0.000132001936435699,0.000600002706050873,0.00134000182151794,0.00160200148820877,0.0017939992249012,0.000202000141143799,1.27999997138977
1215,3.17499995231628,2002-11-05 19:51:00,0.0009940005838871,0.00112200155854225,0.0013980008661747,0.00172800198197365,0.00160799920558929,0.000158000737428665,0.957499980926514
1236,3.51999998092651,2002-11-07 14:47:00,0.00230799987912178,0.00243199989199638,0.00385800004005432,0.00422400236129761,0.00409400090575218,0.000633999705314636,0.577499985694885
1237,3.17499995231628,2002-11-07 15:54:00,0.00115999951958656,0.00166400149464607,0.00273200124502182,0.00316800177097321,0.00306399911642075,0.000490002334117889,0.592499971389771
1238,3.61999988555908,2002-11-07 17:17:00,0.000810001045465469,0.000900000333786011,0.00164400041103363,0.00214200094342232,0.00230200216174126,0.000490002334117889,0.487500011920929
1244,3.07500004768372,2003-04-17 15:09:00,0.0015380010008812,0.00252199918031693,0.00383400171995163,0.00403999909758568,0.00393600016832352,0.000693999230861664,0.657500028610229
1245,3.42499995231628,2003-04-17 16:59:00,0.00158600136637688,0.0023140013217926,0.00363999977707863,0.00382200255990028,0.00396200269460678,0.000690001994371414,1.73500001430511
1246,3.42000007629395,2003-04-17 18:32:00,0.00166000053286552,0.00235000252723694,0.0035260021686554,0.00379800051450729,0.0039760023355484,0.000704001635313034,2.39750003814697
126,0,1997-10-30 18:30:00,0.00709399953484535,0.00662799924612045,0.00757399946451187,0.00824600085616112,0.00826800242066383,0.00198400020599365,0.670000016689301
1266,3.125,2003-04-20 14:47:00,0.00063600018620491,0.00113800168037415,0.00160400196909904,0.00166600197553635,0.00181600078940392,0.000353999435901642,4.32999992370605
1289,0,2003-06-04 18:30:00,0.000801999121904373,0.00137400254607201,0.00183800235390663,0.00210399925708771,0.00294199958443642,0.00104200094938278,7.98999977111816
1299,3.27500009536743,2003-06-08 18:01:00,0.0010640025138855,0.00136800110340118,0.00155800208449364,0.00175400078296661,0.00176200270652771,0.000112000852823257,2.3050000667572
